1,2,3.5,5,6.5,8,9.5,24.67
2.326574056,2.840726083,3.220507897,2.916011676,3.081777205,3.131792325,3.075369654,2.620671337
1.640985799,2.597152903,3.256784667,3.348574771,3.120528389,3.347711869,3.233109937,4.170963952
2.191848954,2.31477961,2.315899083,2.451137972,2.421754993,2.321500432,2.174999281,2.310147621
1.958419988,2.75057801,3.21157712,3.203521469,3.184871929,2.897776008,2.755719935,2.987822236
1.390537115,1.786468804,2.498189079,2.752303082,2.805323496,2.710422577,2.781027391,1.715400837
1.445678669,1.937700196,2.170582672,2.349412612,2.054504275,1.955006131,2.060813818,1.71175306
1.04904008,1.342862152,1.535549607,1.170825575,1.513935894,1.078154362,1.24591344,1.437259539
1.564341703,1.94772421,2.235154673,2.314561052,2.061713474,2.008891699,2.084047023,1.749027767
0.824073715,2.218873435,2.577679673,2.508668569,2.759372265,2.605401364,2.570081496,2.802308902
1.045287946,1.213579135,1.663867109,2.051810894,1.636632094,1.879608682,2.173344814,2.178990081
0.770180707,1.605896558,2.065229672,2.334324307,1.650437894,2.370936111,2.207292146,3.452366431
0.220374652,0.739163089,1.041770699,1.287018593,1.468831087,1.550222806,1.680140636,1.492523558
0.37225163,1.490419341,1.806225143,1.827115058,1.6754419,1.587168009,1.539273905,1.335522378
0.850317815,1.072280937,1.185523905,1.051959174,1.136860026,1.078154362,1.027854031,1.210090586
0.294152578,1.708990051,3.581805198,4.041542558,4.035101744,4.431791316,4.746811676,3.51126012
0.924406106,2.521873581,2.769877066,2.720317351,2.49201134,2.435786242,2.415554256,2.664764361
0.617622838,0.977865335,1.263169049,1.597935907,1.263414771,1.160616522,1.300894863,2.51126012
0.550631039,2.292876038,3.099100433,3.527144471,3.430691347,3.409827759,3.399368861,3.705868281
0.004645961,1.653202273,2.100853582,2.650351801,1.831010139,2.563581189,2.613917405,2.189332025
1.004645961,0.283968463,1.830764418,1.807077304,1.328509799,1.563581189,2.24045901,2.189332025
-0.317282134,1.699005962,2.065229672,2.889539465,2.953000664,2.663116862,2.990480757,4.01715105
0.548966477,2.693359399,3.583554979,3.511862493,3.369256141,3.533938203,3.336042508,2.304809243
0.142149485,1.399445681,2.266863533,2.719614463,2.524907012,2.710422577,3.156066822,3.996686947
0.104181635,2.322103592,3.285780746,3.300276826,3.258120471,3.410350792,3.635450567,2.150161428
-0.336390957,2.001825234,2.771498469,3.177319337,3.252176107,3.256491603,3.454940815,3.84227132
0.391669084,1.429018796,2.008646143,1.832955936,2.172390597,2.331910954,2.368300052,3.118248927
-0.193845627,2.144370549,3.389918424,3.342026304,3.186105855,3.164311016,3.063789029,2.446993433
0.557186984,1.895403175,2.650192172,2.704507571,2.845085325,2.511113769,2.424883581,3.076857296
-0.064066789,1.238525492,1.325465444,1.383462128,1.131063735,1.251802449,1.55933378,1.421278753
-0.627622254,0.276191112,1.198496203,1.354132788,1.065475393,1.463808054,1.591702671,1.835048557
-0.284860656,0.105822955,1.230288918,1.611858283,1.447346028,1.262578933,1.745061894,1.587881402
0.830616561,2.616784874,3.544766041,3.970128225,4.159878156,3.927061773,4.044403303,3.774294526
0.267680367,1.852811298,2.021286324,1.936845179,2.036329047,2.063654792,2.044061797,1.830878054
