1,2,3.5,5,6.5,8,9.5,24.67
0.945716322,1.156673672,1.092464062,1.330737228,1.791571642,2.666577902,2.594034109,2.234948637
0.305471638,0.394878761,1.158488176,1.09190676,1.194630742,1.986358608,2.89821796,2.092386129
0.61507101,0.815832593,1.269160354,1.349241479,1.528903123,2.193913586,2.30351691,1.451791121
0.357012349,0.642562505,0.621242099,0.616926185,0.793722071,1.963973497,2.146627668,1.104242937
0.073881981,0.265445477,0.709493812,0.820084424,0.872289139,1.6082621,2.333660685,2.001136039
0.269504759,0.419708078,0.760194023,0.89726248,0.998697306,1.644210089,2.142533967,1.064329866
0.620876632,0.733144712,0.444980477,0.626670114,0.418113246,0.747497898,1.146575132,0.80129546
-0.009889559,0.420554481,0.641781184,0.746579578,1.069164937,1.75199929,2.211007005,0.936455043
0.592307479,0.771212752,1.205514542,0.595790801,0.237541,1.010532304,2.009724264,0.950871816
0.332895869,0.78001865,0.463254648,0.468240751,1.195720825,1.185030035,1.344758393,1.307601017
0.713986036,1.12171,0.68564707,0.120317448,1.325003842,1.389043927,1.409609538,2.114955939
-0.27442599,-0.545323634,0.053378854,0.005897537,0.475144191,0.85075186,1.398829699,1.37959423
-0.090534204,-0.307650765,0.123828233,0.085037433,0.31080996,0.70552935,2.238641329,1.140130891
0.014852515,-0.249848863,0.390903804,0.122216981,-0.083080897,0.68336756,1.132026823,0.1708183
-0.812082776,0.466358171,0.538089881,1.272320541,0.640505667,0.425569803,2.533598255,2.578903039
-0.500219255,-0.480571936,-0.044074936,-0.161721174,-0.014044954,1.084579812,1.738205621,0.083277235
-0.244193788,-1.451179669,0.727467245,0.065276084,0.085537907,1.244997557,1.43548817,0.739367711
0.045549377,0.115073605,0.129435461,0.192020812,0.412429049,1.664717766,3.221172004,2.300309543
-0.478659042,-0.270607423,0.007575165,0.24584833,0.38158737,0.85852921,2.29413232,1.716406562
0.298948537,0.592510757,0.68564707,-0.339114171,0.488502574,-0.311395791,NA,1.841937444
-0.286013964,-0.270607423,0.27060957,-0.017186076,NA,0.273566709,1.516524742,1.716406562
0.258306552,0.290786606,0.313383594,0.272320541,0.372309556,1.635023169,2.612716972,2.453372157
-0.286013964,-0.463252501,-0.31435293,0.120317448,0.003075747,1.212166165,2.031097915,2.344437785
-0.186478291,-0.112178061,-0.099340039,0.345384004,-0.103839457,1.036067396,3.100259939,2.471987835
-0.212013383,0.262824777,0.666538247,0.319848912,0.278710189,1.010532304,2.816593403,4.010455625
0.335474413,-0.327190952,0.214026042,0.236570517,0.347030148,0.953948775,1.790089815,1.92285744
-0.026238812,0.278091554,0.401247354,-0.156225187,0.049751219,0.173931382,2.41364771,1.138529767
0.298948537,-0.048215002,0.801124287,0.323850842,0.266110153,0.85852921,2.464057322,1.626208753
-0.345956505,-0.017392078,-0.248764589,-0.085898826,0.100372948,0.950589763,1.277258502,1.781994904
-0.525964757,-0.815412798,-0.554303723,-0.44782043,-0.427558608,-0.299807817,1.164364445,1.29713207
-0.364623799,-0.238185946,-0.71489086,-0.669262772,0.087964644,-0.278974314,0.659129137,0.704433921
0.663945353,0.877291272,0.502339856,0.567776425,0.935961551,1.136063186,2.110825107,1.76332761
-0.438017058,-0.1331039,0.493001992,0.19693873,0.529144558,1.121563616,1.744793729,0.979440968
