0.25,0.5,0.75,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,24.7
-2.318538344,-0.918766686,-0.815261574,-0.350055742,0.447292984,0.329951048,0.890440079,0.711587038,0.25677461,0.038248476,0.271629779,1.406155736,1.914439529,2.013463183,1.795853758,1.667316666,1.66104483,1.650864576,1.767660785,1.844427284,2.269685007,2.442095033,1.459313469,1.890724262,2.215954329,1.581628135,0.975538052
0.410450782,0.469185522,0.473154961,0.159575023,0.705962176,1.006028643,0.902016408,0.979245012,0.737836223,0.10427259,1.230738688,1.215840096,1.149063246,1.101513602,0.663098007,0.900450766,1.074992247,1.214388349,1.300252698,1.588523302,1.469726468,2.176913239,1.747730004,3.030748957,3.075527565,2.910686654,2.041562166
-0.948743938,-0.927483904,-0.186548871,0.183237397,0.424769968,0.336340723,0.505346983,0.485278386,0.895755649,0.595128435,0.45555764,0.858699035,0.653615666,0.682817871,0.391959464,0.770567881,0.728948894,1.123527353,0.784938776,0.910672124,1.528251669,1.620463369,1.271626111,2.219042032,1.678858139,2.214456947,0.970931088
-3.859954137,-2.928024419,-1.963638293,-1.371259436,-0.919016254,-0.588712348,-0.420893616,-0.473315578,0.11919568,-0.828795698,0.074168276,0.413307402,0.416256002,0.345819691,0.260668018,0.016985603,-0.09000923,0.122811856,0.025927175,0.021014577,1.210506926,1.798034317,1.334618749,2.130965959,1.997156707,1.636753627,0.520850916
-1.387485698,-0.973908241,-0.525754957,-0.069812046,0.346284421,0.00612342,0.254908753,0.112124967,0.277464469,0.661178827,0.803412242,0.653447405,0.425861565,0.507110517,0.964444959,0.556892677,0.454593952,0.548902165,0.556764003,0.840574958,1.230865758,1.398532998,1.522816411,2.158811895,1.931994084,2.029471779,0.840881318
-0.640466439,-0.540255063,-0.262720551,0.143591592,0.027668216,0.275795278,0.375866906,0.371511596,0.444401614,-0.146176095,0.164714575,0.685868883,0.802931214,0.756630116,0.4450708,0.319853479,0.513891136,0.50200119,0.419260479,0.755159946,1.171972069,1.442095033,1.238923401,2.141047616,2.031529757,1.971194946,1.187167055
0.140893274,0.563032745,-0.277827444,-0.14216289,0.037969136,0.241894871,0.402339117,-0.45046972,0.131243728,-0.502319905,0.011169317,-0.037115444,0.477375723,-0.123208257,0.297513612,0.048745773,0.361484548,-0.038567192,0.399929001,0.484431148,0.194339882,0.786049435,0.5817101,0.272153368,0.353457852,0.719131658,0.560739054
-0.95221613,-0.552444472,-0.277827444,-0.468391122,0.099369681,0.22795568,0.267409537,0.171018656,0.488795733,0.345677002,0.383138094,0.648775965,0.553039993,0.308507983,0.574353817,0.271138194,0.502347084,0.295851847,0.749513438,0.151855809,1.343565891,1.423479355,0.72610001,1.88358808,1.626476347,1.827656115,0.64248842
0.375358528,0.038164592,-0.121364702,0.663459065,0.099369681,0.038954813,-0.207076427,0.153945143,-0.148864191,0.25821416,-0.993831364,-0.47821524,-0.347052712,0.532989148,-0.320463946,0.376320431,0.158544489,-0.479666988,-1.05676765,0.353899585,-0.008600177,0.698586593,0.638637169,1.921656121,1.587923106,2.216631318,1.397274666
